,Unnamed: 0.1,job_title,skill,Industry,Function,Role,Education,job_desc_clean
134,3308,"Senior Associate, Usage, Sales, and Experience, Consumer Banking Group","Senior Associate
Usage
Sales
and Experience
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function DBS Southeast Asia’s largest bank operates 18 markets globally. DBS also transforming one advanced digital technology leaders financial services. Focusing ""Live More, Bank Less"", DBS enable customer life journeys digitally designed delivered capabilities support lives, dreams, aspirations joyful experience. Our transformation showing impact employees, products, services, experiences, performance. We increasingly recognised globally, including World’s Best Digital Bank. We building team data-driven, digital oriented, customer-focused leaders, looking people share passion innovation, love problem-solving, execution oriented. Responsibilities Engage local India Indonesia digital management teams review business identify key strategic questions Structure, define execute data analysis solve / respond Identify areas need investigated find solution, customer immersion, experimentation, creative methods Identify insights engage support India Indonesia digital leadership improving business growth health e.g.: Customer segmentation Increasing conversion Increasing balances / funding Reducing costs acquisition Recommending targeted campaigns drive Identify problem areas customer feedback, investigate analyse areas data, provide data-based recommendations / solutions Requirements Degree holder least 3 years’ experience industry (consumer banking, digital business) analytics, data discovery visualisation using various analytical tools Technical experience: B.S. Masters equivalent degree Statistics, Applied Mathematics, Business Analytics, Engineering equivalent quantitative fields preferred. Strong mathematical statistics background Strong programming skills, proficient SQL, experience least several SAS (Base, Stats, Macro, EG, EM), Hadoop, R, Python Understanding technology tools especially related digital analytics Business experience: Digital customer orientation, understanding digital businesses customer journeys Financial impact orientation Analytical – thrives unrelenting solving problems, trying different things, identifying patterns investigating data, attention detail Ability translate complex analysis simple communication anyone understand. This valued making analysis, process, output complex"
135,3309,Junior Project Manager- Private Banking,"testing
SDLC
Project Management Professional (PMP
Software Development Life Cycle
PMP",Banking/ Financial Services,IT,Project Management,,"Description: Deliver projects minimum cost agreed scope schedule acceptable risk profile, aligned appropriate change frameworks maintaining quality stability underlying systems Own finances, ensure financial metrics project correct, take active part maintaining transparent correct financial position project Drive commercial ethos project focusing costs actively seeking introduce costs savings Manage activities end-to-end deliver project (from scoping implementation) agreed parameters Actively work manage wide range stakeholders business, technology required outside bank, deliver project agreed parameters Actively manage project conflicts, dependencies, changes scope, cost schedule, risks issues, ensure plans place mitigate urgency, communicate relevant stakeholders timely manner Deal project related escalations, seek input assistance appropriate channels resolve timely manner Make facilitate making decisions timely manner Actively monitor report progress stakeholders timely manner using variety formal informal communication channels Ensure project documentation artefacts current, relevant correct Requirement: Candidate possess one following certifications: Project Management Professional (PMP), Certified ScrumMaster (CSM), Certified Scrum Product Owner (CSPO), ICAgile Certified Professional (ICP). If relevant certification available, experience managing project implementations relevant project experience banking environment advantage. Previous vendor management experience necessary. Possess excellent verbal written communication skills Previous experience aspects Software Development Life Cycle (SDLC), applications analysis, design, development, testing deployment advantageous. High level drive, integrity, persistence, edge, can-do attitude, pro-activeness maturity Ability influence, negotiate, lead work team player deliver Strong analytical problem-solving skills, attention details"
136,3341,"SVP/VP, API Platform Architect, Institutional Banking Group Technology, Technology and Operations","SVP/VP
API Platform Architect
Institutional Banking Group Technology
Technology and Operations",Banking/ Financial Services,IT,System Analyst/ Tech Architect,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose The Bank established Enterprise API Platform 2018 Provide Platform Services APIs published re-used Establish Architecture Design standards internal external APIs Enable API services efficient faster market The API Platform build Strategy, Architecture Roadmap Based long-term vision Turned customer centric mid-term strategy API Platform Enterprise Architecture define technology standards platform roadmap incorporating: Architecture Design Principles Service Catalogue, Self-Service / Automate Everything Gateways, Portals Master Inventory Service Performance, Monitoring, Logging, Metrics Reporting Site Reliability Engineering principles Key Accountabilities Responsible API Platform Architecture Roadmap definition, High Level Detailed Design, Operational Architecture Design Governance Establish API Platform Architecture Centre Excellence, championing Platform standards, principles best practices across Bank Deliver maintain Architecture Templates, Tools Standards line Bank’s 4D lifecycle - discovery, definition, development deployment Present architecture roadmaps enterprise stakeholders across Technology Operations Business domains Direct monitor Platform Architecture, Design Development resources Responsibilities Reporting API Platform Technology Leader, responsible API Architecture standards, workstreams deliverables Act Trusted Advisor providing solution design guidance Platform teams stakeholders Champion API best practices including reusability, modularity, loose coupling, ease use, security, scalability availability Perform assessment current future state architecture, produce technology roadmap aligned platform strategy vision Perform periodic Architecture reviews new Application API projects major releases, including level conformance Platform Architecture standards Manage Architecture Governance adhere Bank Risk, Compliance, Legal Audit controls maintain Healthy posture Requirements Degree Computing / Computer Science / Engineering preferred. 10+ years IT experience, including 5+ years IT Architecture experience, 3+ years within Banking industry enterprise middleware services API REST/JSON environment. Preferred experience following frameworks, technologies products: API Lifecyle Management, CI-CD, Tibco Business Works, IT Security, Authentication Authorization methods. Proven experience defining Technology Architecture roadmaps, producing high-level detailed designs regional environment Proven experience Architecture methodologies frameworks, ideally Architecture Certified (Example TOGAF, ITIL Master, Open CA, CITA) Excellent interpersonal skills required work within Platform, across broader Technology, Operations Business units, partners vendors. Strong communication presentation skills, able communicate effectively levels, internally externally. Concise precise. Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
137,3364,"VP / AVP, Development Engineer (Consumer Finance Technology),  Group Consumer Banking and Big Dat...","VP / AVP
Development Engineer (Consumer Finance Technology)
Group Consumer Banking and Big Dat...",Banking/ Financial Services,IT,Software Engineer/ Programmer,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose As specialist solution developer, apply existing skills experience deliver best class solutions. We expect complete hands-on approach regardless role you’re hired for. Proactively scan identify issues existing products sound solutions. Ability work pure-Agile model Product-centric (rather project-centric) Responsibilities Banking business domain; added advantage, especially CC UL Develop world-class solution/application team. Provides expertise identify translate system requirements software design artefacts. Provide technical input business development life cycle. Participate experimentation assess new solution/application paths. Identify challenges help development formalized solution methodologies. Interface coordinate tasks internal external technical resources. Collaborate provision estimates, develop overall implementation solution/application plan, serve lead required, implement installation, customization, integration efforts. Actively contribute quality assurance services within solution/application area. Be Product-centric continuously improve suite based technological business advances Requirements 7+ years, Extensive experience Java, JavaScript, Spring boot, Hibernate, Eclipse, JUnit, Apache, Open Source stacks Linux (Scripting Shell) Willing research innovate various data requirements (Transformation/Processing) Well versed hands-on development, design using SOA/Microservices Proven experience design development APIs using API Gateways including Gateway deployment, configuration, policy development, migration, debugging troubleshooting Working knowledge Web API, REST, XML, JSON, Security (such OAuth, OpenID Connect) Ability work Linux OS deploy configure AXWAY gateway components Optional - Hands-on design development experience TIBCO suite BW, BPM, BE, EMS, Hawk, Adapters etc. Cloud based Development (PCF/AWS) Experienced CI/CD Solid software engineering experience Strong analytical problem-solving skills Strong Java SQL skills (MariaDB) Excellent written verbal reasoning communication skills Ability lead technical solutions end end Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
138,3365,"AVP / Senior Associate, Development Engineer (Consumer Finance Technology),  Group Consumer Banki...","AVP / Senior Associate
Development Engineer (Consumer Finance Technology)
Group Consumer Banki...",Banking/ Financial Services,IT,Software Engineer/ Programmer,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose As specialist solution developer, apply existing skills experience deliver best class solutions. We expect complete hands-on approach regardless role you’re hired for. Proactively scan identify issues existing products sound solutions. Ability work pure-Agile model Product-centric (rather project-centric) Responsibilities Banking business domain; added advantage, especially CC UL Develop world-class solution/application team. Provides expertise identify translate system requirements software design artefacts. Provide technical input business development life cycle. Participate experimentation assess new solution/application paths. Identify challenges help development formalized solution methodologies. Interface coordinate tasks internal external technical resources. Collaborate provision estimates, develop overall implementation solution/application plan, serve lead required, implement installation, customization, integration efforts. Actively contribute quality assurance services within solution/application area. Be Product-centric continuously improve suite based technological business advances Requirements 7+ years, Extensive experience Java, JavaScript, Spring boot, Hibernate, Eclipse, JUnit, Apache, Open Source stacks Linux (Scripting Shell) Willing research innovate various data requirements (Transformation/Processing) Well versed hands-on development, design using SOA/Microservices Proven experience design development APIs using API Gateways including Gateway deployment, configuration, policy development, migration, debugging troubleshooting Working knowledge Web API, REST, XML, JSON, Security (such OAuth, OpenID Connect) Ability work Linux OS deploy configure AXWAY gateway components Optional - Hands-on design development experience TIBCO suite BW, BPM, BE, EMS, Hawk, Adapters etc. Cloud based Development (PCF/AWS) Experienced CI/CD Solid software engineering experience Strong analytical problem-solving skills Strong Java SQL skills (MariaDB) Excellent written verbal reasoning communication skills Ability lead technical solutions end end Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
139,3416,"VP/AVP, Production Support Lead (Trade Applications), Institutional Banking Group Technology, Tec...","VP/AVP
Production Support Lead (Trade Applications)
Institutional Banking Group Technology
Tec...",Banking/ Financial Services,IT,Team Leader/ Technical Leader,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose The Production Support Lead responsible leading team support engineers providing day day support various applications Trade space. These applications use various technology platforms include custom developed packaged software solutions. The production support lead required work independently Application Development, Operations, Business Partners external vendors. Responsibilities Responsible leading production support teams, event monitoring, incident triage, issue communication application support coordination Responsible maintaining application availability, stability reliability enriching customer experience production environment collaborating across various technical teams Utilizing strong analytical problem-solving skills troubleshooting system issues providing recommendations efficient cost effective solution Ensuring documenting standard operating procedures attention detail Must take ownership, reliability sense urgency addressing production issues Periodic hours support may required Manage production deployments weekends work team ensure support applications Participate investigation resolution complex problems related supported technologies Taking leadership owning issue resolution driving completion. Ensuring incident problem management processes procedures followed adhered standards. Monitor application performance provide technical support required Posses good domain knowledge Trade & Trade financing Possesses strong understanding technical subject matter expertise leveraged identify resolve issues timely fashion Requirements Experience leading & supporting large-scale production systems Knowledge application development IT processes SDLC, ITIL, Iterative and, Agile plus Very clear communication skills written oral Able drive/recommend solutions extended technology teams. Self-starter excellent crisis management skills. Able lead facilitate meetings, lead technical team driving investigation incidents corrective actions follow-ups Strong technical knowledge AIX, Web Sphere, Oracle, MQ, SQL, Shell scripting Knowledge JBOSS, MariaDB & KAFKA advantage Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
140,3453,Business Analyst (Corporate Banking),"Business Analyst
Corporate Banking
Visio
Powerpoint
Excel
SQL
Requirement Gathering
Requirement Analysis
Digital Banking
Trade Banking
Project Management
SDLC",Banking/ Financial Services,"•
IT
•
Banking, Insurance & Financial Services",Business Analyst,,"Engagement business, capture business requirements accurately, comprehensively without ambiguity, facilitate traceability harmony existing system functionality Play consultant role business coming multiple options solutions initiatives Coordinate internal/business review get business signoff project cost, plan, specifications etc Be bridge business Delivery team phases SDLC Know market intelligence, regulatory requirements trade finance business Key Roles Responsibilities: To engage business managers end users understand requirements Elicit requirements, prioritise analyse requests, design business processes, workflows user interfaces, review functional specifications data mapping templates Perform specific cross-asset class analysis scope countries aid decision-making appropriate solution, e.g. entities scope, unique identifiers etc Work Delivery Project Office well internal IT departments, IS vendor organizations design optimal solutions, ensure requirements transformed effective solutions, within cost schedules quality adhering bank’s standards, guidelines policies Involve high level technical design/implementation discussions contribute business perspective Prepare / review test scenarios test cases, support test utility team SIT, support user UAT related activities ensure business needs met Ensure gaps deliverables identified early addressed effectively Ensure Business stakeholders' expectations met Collaborate Application / Service Owners Process Management counterpart management service Provide thought leadership within area responsibility BA profession within bank Champion bank's compliance policies, banking secrecy / data privacy Monitor / keep top legislative regulatory reporting requirements in-scope countries Provide SME support extended IT teams EDW articulating requirements Provide support architecture committee project teams ensure target operating models progressing line preferred strategic architecture / chosen architectures Prepare deliver selective analysis presentations aid decision-making governance forums facilitate sessions required Attend working group calls, operating committee meetings relevant meetings required Other similar support activities required Requirement Strong business knowledge corporate banking, preferably areas Trade Digital Banking Strong analytical skills ability assimilate information quickly gain consensus multiple stakeholders required Good oral written communication skills, including documentation presentation skills Comfortable communicating across business divisions levels seniority Strong team player ability take ownership deliver independently Able work pressure tight deadlines and/or multiple projects Strong interpersonal skills required liaise subject matter experts problem solving issues generating ideas Experience ability work culturally diverse geographically distributed team Experience negotiation conflict resolution Possess initiative, drive excellent attention detail Good cross product knowledge Understanding technology development lifecycle Experience tools Visio, Powerpoint, Excel, SQL Familiar object-oriented architectural concepts Familiar database concepts, specifically Oracle please email resume (PDF format preferred) 6fpjcw321s7o9kqhfy1t_ocbc@jobs.hackertrail.com Disclaimer: This job posted behalf client HackerTrail.com make recommendations job opportunities align profile. We take personal information privacy seriously. Take look Privacy Policy details: https://www.hackertrail.com/public/privacy"
141,3476,"VP / AVP, Technical Project Manager (Payments Platform), Institutional Banking Group Tech, Techno...","VP / AVP
Technical Project Manager (Payments Platform)
Institutional Banking Group Tech
Techno...",Banking/ Financial Services,IT,Project Management,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Manage multiple technical & business initiated Mobile projects initiation implementation including phases planning, analysis, design/development, implementation & post go live support Has sufficient understanding /subject matter expertise preparedness information effectively communicate key messages across matrix project teams, IT Business teams. Communicates confidently Directors. Provides proactive communications key Stakeholders Resolves issues mediation, negotiation project team, escalation Matrix/Lead PM. Escalation Management - Knows when/what escalate whom. Demonstrates ability prioritize issues critical path accounting multiple factors. Understands subject matter facilitate meaningful issue risk discussions Establishes project requirements, priorities, deadlines. Ensures project completed accordance Risk, Architecture relevant guidelines. Coordinates resources (staff, equipment, vendors consultants) across projects Understands cost elements included project budget make business case. Provides input/manages completion business case. Proactively seeks understanding project hours’ variances influences timely resolution Manage budget assigned project, monitors project progress adjusts resources priorities accordingly Integration Management - Successfully integrate planning tasks across multiple projects within LOB Resource Management - Identifies negotiate resource needs project. Successfully ensures business counterpart readiness activities complete takes ownership entire end-to-end project Scope Prioritization - Ability manage project scope work team recommend options. Demonstrates understanding subject matter needed drive value delivery decisions Proactively provides constructive performance feedback Resource Managers project resources well seeks feedback his/her performance Motivates team members get best results. Global management, time zones shore resource coordination Empowers project leads make quality decision timely manner. Ability within team assess situations make appropriate, effective, timely project decisions. Accepts accountability decisions. Makes decisions timely manner, sometimes incomplete information tight timelines pressure Understands organizational structure influence obtain agreement Matrix Project Leads. Knows who/where pursue information within organization applies towards removing team obstacles. Has developed sufficient subject matter expertise determine path needed pursue Understands strong controls audit requirements; ensures project aligns established practices. Project Artifacts Posting: ensure accuracy, timeliness quality products. Remediates known compliance issues timely fashion ensure on-time project delivery Requirements 7-10 years overall experience, 5+ years experience Banking Domain 3+ years experience working Agile Methodology (Scrum & Kanban) 5+ years experience working Waterfall methodology 2-3 years’ experience working project finance & understand basic finance concepts like CAPEX, OPEX, Depreciation, Ownership etc 3-5 years experience working mobile applications & understand concepts like webserver, appserver, DB, Loadbalancer, Caching etc 3+ years’ experience Project Task Estimation, Resource Scheduling, Risk Management, Issue Management Highly organized; disciplined project management skills (setting deliverables, timelines, budgets, forecasts) Ability manage coordinate multiple streams work simultaneously effectively resolve issues conflicts insure timely delivery Familiarity various systems used banking domain ITIL certification preferred Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
142,3478,"AVP/Senior Associate, Sales Surveillance, Private Banking, Consumer Banking Group","AVP/Senior Associate
Sales Surveillance
Private Banking
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function DBS’ Private Banking offers one-stop, full-service touch-point total banking requirements provides highest level personalised banking. We team dedicated, experienced investment advisors identify opportunities various asset classes employ best strategies product vehicles cater client’s needs. Coupled partnerships within DBS network global institutions, strive build long-term relationships Private Banking clients Asia providing high quality, timely extensive wealth management, investment financial solutions. Responsibilities Assist perform Sales Surveillance control checks ad-hoc control-assurance check. Escalate management timely manner non-compliance sales process. Review, update implement related policies, procedures control measures ensure compliance regulatory requirements. Assess identify internal control weakness implement necessary rectification changes control procedures. Work Front Office Management control related matters escalate issues Management, appropriate. Liaise various internal departments including Legal Compliance, Internal Audit, IT, Operations, Sales Support, training Ops Risk team. Prepare Sales Surveillance reports management. Assist review control assurance process improvement. Participate projects representing Sales Surveillance team control assurance requirement. Conduct Sales Process training sales staff. Requirements Degree holder least 5 years relevant working experience private wealth environment. Necessary field experience risk & controls management, internal audit compliance. Possess good interpersonal communication skills. Ability work independently part team. Self-motivated, organised, meticulous good analytical skills. Ability take responsibility challenges. Good working knowledge MS Office e.g. Word, Excel PowerPoint. Good understanding relevant MAS rules, regulations, practices guidelines advantage. Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
143,3503,"AVP / Senior Associate, Java Developer (Payments Platform), Institutional Banking Group Technolog...","AVP / Senior Associate
Java Developer (Payments Platform)
Institutional Banking Group Technolog...",Banking/ Financial Services,IT,Other Information Technology,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Java developer responsibilities include designing developing high-volume, low-latency applications mission-critical systems delivering high-availability performance Ensure team develops well designed, efficient testable code Prepare produce releases software components Contribute phases development lifecycle Support continuous improvement investigating alternatives technologies presenting architectural review To perform problem investigation work delivery/vendor teams closure Requirements Work development team develop, test maintain systems. Ensure high quality on-time deliverables adhering development principles. At least 6-10 year’s experience applications development open systems. Ability code advance Java. Hand-on experience Spring Boot, Spring Batch, Spring Data, Hibernate Hand-on experience developing webservice rest services Hand-on experience relational databases preferably MariaDB. Familiar Mobile application development. Familiar messaging technologies like JMS. Familiar modern application design using micro-services use CI/CD tools GIT, Jenkins, Maven, SonarQube, JIRA. Familiar JBoss, Apache Tomcat, Linux, Unix, Windows. Familiar OAuth2.0 protocol Hands-on experience coding track record successful implementations using technologies. Knowledge Agile methodologies design principles. Possess excellent verbal written communication skills. Excellent team player strong interpersonal skills Proactive able work pressure, strong problem-solving skills positive ""can do"" attitude. Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
144,3512,"VP / AVP, Senior Business Analyst (Payments Platform), Institutional Banking Group Technology, Te...","VP / AVP
Senior Business Analyst (Payments Platform)
Institutional Banking Group Technology
Te...",Banking/ Financial Services,IT,Business Analyst,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Collaborate business users vendors/partners solution planning integration Manage cross functional/matrix business stakeholders solution requirement including mapping business processes, establishing project scope, goals key value creation Work closely business stakeholders system development team gather requirements, Functional Specification Developments Facilitate conflict resolution able influence business technical stakeholders towards common objective Work respective stakeholders UAT planning, execution, identifying project risk critical paths Provide project dashboard reporting metrics business sponsor key stakeholders Coordinate country business technical stakeholders ensure smooth cutover schedule releases Work business production management teams prioritize resolve critical production issues Owns manages process repository responsible maintenance processes domain/sub-domain (Business Process Management) Requirements Analytical drive solve problems Excellent verbal written communication good presentation skills The ability interact professionally diverse group, including executives, subject matter experts, developers Pro-active able organize, coordinate, direct users teams Familiar project management SDLC process writing Business Requirement Document & Functional Specification Process positive attitudes able adopt changes fast Working experience Banking environments advantage Having mobile applications payments knowledge advantage Delivery focused results oriented Attention details highly organized able work pressure time-critical environment Ability work independently, keep calm stress Knowledge (Domain Technologies) Microsoft Excel/Powerpoint/Projects/Word/Visio Autonomy suite products CMS related systems FX dealing cross currency payments Understanding GIRO/FAST/FX Trading/Clearing/SWIFT/payment gateway plus Content Management Concepts/Lifecycle High level understanding web/mobile/payments technologies Experience handling requirements associated UI/UX Understanding hands-on experience Agile Waterfall approaches SDLC Familiar HPQC, Jira Confluence tools advantage Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
145,3530,"AVP / Senior Associate, Risk & Control Manager, Institutional Banking Group Technology, Technolog...","AVP / Senior Associate
Risk & Control Manager
Institutional Banking Group Technology
Technolog...",Banking/ Financial Services,IT,Other Information Technology,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose Be part risk control team lead implement IBGT risk control preventive improvement initiatives Key Accountabilities Front internal external audits issues department ensure audit action items closed appropriately promptly Conduct risk assessment areas highlighted advise management mitigation control processes implemented To represent department group level working committees thematic issues affecting bank drive program departmental level closure gaps. Responsibilities Manage department’s process improvements quality programs participating research / advisory services, including capturing organizational metrics analysis; Perform data analysis procedure reviews ensure compliance; Track process improvements issues ensure timely closure; Work stakeholders, IT infrastructure auditors projects audit matters; Participate coordinate internal/external audit activities; Provide timely periodic update IBGT managements IBGT audit posture Provide technical expertise/consultation process improvement quality assurance project managers IT teams; Perform risk assessment identify mitigation controls risk areas identified Partner application managers ensure risk areas risk events properly effectively mitigated Communicate new policies standards relevant teams Requirements Minimum degree Computer Science, Engineering, Information Technology related discipline recognized University; At least 3 years working experience Financial / Banking IT industry; Familiar Applications Delivery Life Cycle, Project Management best practices IT Controls Experience IT audit CISA certified preferred; Experience operational risk management control self assessment Have eyes details; Ability facilitate workshops and/or focus groups; Proactive team player ability work independently equips excellent communication (both spoken written), presentation business writing skills English; Able manage stress multi-task fast-paced environment able work irregular working hours; Able collaborate within team, various levels stakeholders operating level senior management across locations Able effectively manage time prioritize tasks responsibilities Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
146,3534,"AVP / Senior Associate, Treasury Specialist (Onshore), Consumer Banking Group","AVP / Senior Associate
Treasury Specialist (Onshore)
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Operations,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities • Provide sales service advisory treasury products marketed DBS Treasures • Emerging Affluent (EA) clients help achieve financial objectives • Responsible individual sales business targets • Market treasury products Currency Linked investments (CLI) Quoted FX • Provide daily market commentaries treasury products DBS / POSB EA Relationship Managers clients • Work closely fellow Relationship Managers, Business Managers Sales Support Officers ensure objectives team met • Assist treasury products development providing feedback clients’ preferences needs contributing ideas products better packaged retailed • Attend relevant trainings briefings continuous skills upgrading Requirements • A recognized Degree least 5 years experience investment product development marketing space • Knowledge treasury investment products affluent mass market segments • Sound knowledge treasury products proven track record treasury sales • Excellent advisory listening skills • Accreditation CMFAS Modules 5 8 Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
147,3558,"Senior Associate / AVP, Treasures Investment Consultant (Offshore), Consumer Banking Group","Senior Associate / AVP
Treasures Investment Consultant (Offshore)
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Operations,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities - To resident expert wealth products solutions offered in-country Treasures (Onshore) platform areas of: Portfolio advisory, asset allocation model. Unit Trusts, FX, Fix Income, Equities Derivatives. - To participate joint calls Treasures Relationship Manager clients aim providing holistic view entire investment landscape including performing asset allocation, product solution market outlooks - To conduct regular coaching, training market/product briefings Treasures Relationship Managers enhance functional competencies & professionalism, raise level proficiency technical expertise, course interacting customers - Executing trades clients - To work partnership Relationship Managers achieve/exceed cluster targets sales revenue wealth products solutions - Provide regular timely feedback Treasures product solution team/CIIP product team, customer acceptability new investment products, services sales issues. - To keen understanding full awareness of, adherence to, in-country regulatory framework, rules engagement sales marketing investment Requirements - Degree holder 6 - 8 years financial services industry experience strong knowledge Unit Trusts - Sound knowledge banking investment products & services procedures - Knowledge financial market trends, including limited equities, currencies, commodities, fixed income, FX - Solid knowledge compliance regulatory requirements well exposure multicultural issues - Possess Presentation Training skills - Self motivated team players excellent service aptitude would enjoy fast-paced service focused environment Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
148,3600,"VP, DBS Treasures Business Manager, Consumer Banking Group","VP
DBS Treasures Business Manager
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function We deliver comprehensive suite innovative banking services financial solutions individuals, ranging man-in-the-street mass affluent. Providing sound wealth management financial advisory services, help customers make informed decisions money committed helping plan achieve life goals. Products services within Consumer Banking Group include loans, credit cards, investment unit trusts, insurance priority banking. DBS Treasures customers find widest range products, banking, insurance investment Best-In-Class treasury products Singapore. It also team leading wealth managers. If high achiever aspire advance build sales career, seize opportunity - join us. We large growing base customers need superior service professional advice. Responsibilities Lead drive sales performance individual team basis achieve branch’s overall business objectives sales targets Manage customer base operating complexities exist within centre Inculcate high performance culture attract, develop retain high performing sales service staff Act single point accountability assigned centres operational service delivery Review implement work processes, procedures audit controls ensure adherence internal external regulatory requirements Ensure needs-based selling service compliance accordance regulatory internal audit/security requirements Effectively deploy resources centre maximize productivity Requirements Degree Holder minimum 8 years work experience banking finance industry, preferably good track record sales management Proven success leading sales management teams minimum 4 years managerial experience Good knowledge financial costing, including P&L management business marketing strategies techniques Strong leadership, interpersonal people management skills ability relate manage levels staff Experience wealth management advantageous Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements. We regret shortlisted candidates notified."
149,3686,Business Analyst (Japanese Bank Project),"business analyst
remittance
payment
bank
It analyst
japan
Japanese
banking",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,"•
Project Management
•
Business Analyst","Job Description : 5-6 years Business Analyst Experience Strong knowledge Bank Business Domain (i.e. Loans international trade (Export/Import)) Test Management Experience creation Test Plan Experience Creating Business/Test Scenario Experience Managing SIT/UAT User Training/Presentation Experience user training/presentation Documentation Good illustrating diagram/workflow/business process Business Analyst Skillset Requirements gathering technical design experience preferably strong knowledge banking industry Familiar Software Development Life Cycle (SDLC) Ability produce specifications documentations implementations Strong analytical, conceptualization problem solving skills Experience IT business analysis techniques Others Strong communication skill Able work Team Minimal Supervision"
150,3743,Assistant Relationship Manager – Private Bank,"Assistant relationship manager
CACS",Banking/ Financial Services,"Banking, Insurance & Financial Services","•
Private Banking
•
Other BFSI - Assistant Relationship manager","Bachelors
Degree
Diploma
Non Degree Tertiary
Masters
Post Graduate",Provide administrative client service support Private Bankers responding client's requests. Initiate account openings / closures / update instruction checklists interface client ensure completion documentation requirements Effectively executing transactions behalf clients Relationship Managers. Ensure transactions comply Bank’s policies legal requirements. Requirements: A recognised University Degree professional qualifications Certificates CACS Paper 1 2 We open consider candidates without Private Banking background experience sales support within retail banking. CACS 1 2 still required.
