,job_title,skill,job_desc,Industry,Function,Role,Education
322,"Project Manager, Banking",".Net Project Manager
Java/J2EE
Project Manager","Responsibilities
Manage the implementation of the project on a daily basis with regard to schedules, budget, manpower and quality.
Analyse and document requirements by liaising with a range of people including users and managers.
Establish and prepare project plans, risk management plans, project milestones and deliverables in consultation with business users and architect/designer.
Manage the scope definition and change control mechanism.
Escalate and discuss project overrun issues, scope creep, integration issues, resource requirement.
Manage integration of various components of the project including hardware, software installation, testing, business process review, redesign, application development, migration and data conversion, etc.
Manage project activities to ensure timely delivery, including identification of critical path, monitoring and driving completion of interdependent activities and adjustment to project schedules.
Achieve overall completion deadline.
Manage resources including hardware, software, human resource facilities and logistics required for project
Ensure meeting the customers requirement and conforms to quality management process, standards and procedures to minimise rework and system failures.
Define project resources, performance reviews and post implementation evaluations.
Negotiate with vendors and across teams to ensure adequate resources are available during various phases of the project.
Build relationships with users, technical staff and management to determine and resolve issues associated with systems implementation.
Manage contracts and subcontractors.
Negotiate with customers on change request effort, schedules and prioritize changes based on business needs.
Clear and open communication with customers on project issues or clarifications.
Liaise with team members to ensure that all tasks and deliverables are proceeding according to schedule.
Plan, track, and monitor the tasks assigned to the team leader/members.
Delegate tasks effectively by providing clear and specific instructions and goals.
Provide leadership to the project team to ensure that proposals/enhancements are fully analysed and evaluated for their benefits and costs.
Provide the project team with accurate information about business needs and priorities as well as details about existing business systems.
Participate in leadership activities and providing performance feedback and developmental coaching.
Monitor and improve team performance, providing leadership, coaching, and performance management.
Requirements
Degree in Information Systems or its equivalent.
Certified in IT Application Project Managementis a plus.
At least 5 to 6 years of IT project management experience in .Net applications project in a banking domain.
Must have dealt with
P&L
previously.
Experience in the development, implementation and support of information technology projects in a range of organizations.
Self motivated with a positive ""can-do"" attitude, creative and with excellent presentation, communication, negotiation and interpersonal skills.
Strong persuasive techniques.
Able to lead, develop and maintain respectful and trusting relationship.
Proficient in both written and spoken English.
Interested:
Please send your most updated CV in
MSWORD FORMAT
to (mailto:sales@quinnox-solutions.com)
Kindly indicate your availability, current and expected remuneration package.
We regret that only shortlisted candidates will be notified.
Quinnox Solutions Pte Ltd (License Number: 06C3126)
Registered EA Personnel (Reg. No.:R1111100)",Recruitment/Staffing/RPO,IT,Project Management,
477,Private Banking Risk Analyst,Private Banking Risk Analyst,"Job Description :
A global private bank is looking for a Credit Risk Analyst with 3-6 years of experience.
In this role, you will be performing counterparty and credit risk analysis, monitoring and following up on credit risk, and producing various risk reports.
The successful candidate must have the following:
University degree or equivalent, preferably in Banking and Finance
3-6 years of relevant experience in related industry, preferably in the Private Banking
Good communication and interpersonal skills with fluency in English
Ability to work under stressful and fast pace environment
Customer oriented, self-motivated and meticulous
If you believe you fit the requirements for the role, please click APPLY NOW or call 6854 5620 for a confidential discussion, or send CV directly to arya.zhao@ambition.com.sg
Data provided is for recruitment purposes only. Business License Number: 200611680D. EA Registration Number: R1656980
Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to
join
our fantastic recruitment business. To
apply
for Ambition's current global opportunities
click
.",Recruitment/Staffing/RPO,Finance & Accounts,Creative & Design,
488,"Senior AVP, Private Banking Audit","Senior AVP
Private Banking Audit","Job Description :
An international bank is looking to hire an experienced Senior AVP to their Private Banking Audit team. This is an exciting opportunity to cover teh bank's private and consumer banking segments.
The role will involve audits of Consumer/Private Banking by utilising Group Audit risk based audit approach in evaluating governance framework, risk management and regulatory compliance processes and internal controls systems. The incumbent will review and assess the appropriateness of audit findings, recommendations and management responses. He/she will also participate in strategic projects to enhance the Bank's audit and risk management framework.
The successful candidate must have the following:
6-9 years of private banking/wealth maagement audits
Specific exposure to AML or front office audit assigments
Experience with data analytics audits
Ability to work with stakeholders in multiple functions
Excellent communication skills
If you believe you fit the requirements for the role, please click APPLY NOW or drop an email to Sumukhi.Ramnath@ambition.com.sg
Data provided is for recruitment purposes only. Business License Number: 200611680D. EA Registration Number: R1656980
*LI-BFS
Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to
join
our fantastic recruitment business. To
apply
for Ambition's current global opportunities
click
.",Recruitment/Staffing/RPO,Finance & Accounts,Accountant,
528,"Recruitment Consultant, Banking and Financial Services",,"Job Description :
The Ambition Singapore business continues to experience excellent growth and we are continually looking for new talent who we can develop into the next generation of high performers and leaders. As a recruitment consultant in our Singapore business you will have the opportunity to work with a highly experienced team of specialist recruiters who have an excellent reputation in the industry. You will enjoy building relationships and be passionate about working in a team based, professional, and high performance culture that rewards, recognises and celebrates success.
To qualify for the role of recruitment consultant with Ambition individuals should:
have 1 year of commercial experience, open to fresh graduates
be enthusiastic, motivated, target driven and enjoy building relationships
possess a keen interest in developing your career in a client facing sales role
At Ambition we are passionate and committed to ""Building Better Futures"" for our candidates, clients and our employees. We reward high performers both financially and with career opportunities locally and internationally.
If you believe you fit the requirements for the role, please click APPLY NOW or drop an email to Sumukhi.Ramnath@ambition.com.sg
Data provided is for recruitment purposes only. Business License Number: 200611680D. EA Registration Number: R1656980
*LI-BFS
Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to
join
our fantastic recruitment business. To
apply
for Ambition's current global opportunities
click
.",Recruitment/Staffing/RPO,Finance & Accounts,Accountant,
547,Personal Banker / Relationship Manager,,"Job Description :
Responsibilities:
You will acquire and service retail banking clients
Provide financial advisory and planning services to clients with regards to wealth management products
Proactively seek to identify customer's needs and cross-sell wealth management products effectively
Deliver a high quality of service to clients
The ideal candidate will possess the following:
At least a Diploma/Degree
CMFAS modules/certifications will have an added advantage
Applicants with no experience will be considered, fresh grads looking to venture into banking sales may apply
Knowledge of sales and relationship building process
Driven and self-motivated individual who has passion to excel in sales
Good communication and interpersonal skills
If you believe you fit the requirements for the role, please click APPLY NOW or drop an email to . Only shortlisted candidates will be notified.
Data provided is for recruitment purposes only Business Registration Number: 200611680D. Licence Number: 10C5117 EA Personal Registration Number: R1874269.
*LI - BF
Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to
join
our fantastic recruitment business. To
apply
for Ambition's current global opportunities
click
.",Recruitment/Staffing/RPO,"Banking, Insurance & Financial Services",Insurance Operations Officer,
553,Service Desk Support - Banking Industry,,"Job Description :
Job Description
As one of the key members of the support team, providing technical support of the core desktop, and VDI architecture, including the development, delivery and services and support of desktop / VDI infrastructure and products within the branch and disaster recovery site.
Provide trade floor support and working directly with traders
Work with IT teams to deliver quality desktop / VDI solutions, collaboration and client software, including Windows 7 / Windows 10, Mobile devices, Active Directory, and MS Office enhancements.
Coordinate with various IT teams (both internal/external) to fulfil various service requests from customers including IT Support, staff on or off boarding, software installation, applications and office premises access rights and onsite and offsite event support.
Contract Management. Assist for RFx and maintain IT service agreement, ensure the procurement process in line with Group policy.
Regularly review and maintain of User Access Revalidation process, ensure all record obtained properly for audit trial.
Deliver quality services and effective methodologies in technical solutions in coordination with IT teams to meet business requirements and strategy
Engage with teams to ensure strategic consistency and development in desktop / VDI architecture and solutions
Maintain internal control standards, implement and observe Group Compliance Policy and maintain awareness of operational risk
Job Requirement
Degree holder in Computer Science or IT related discipline.
Administrate of Microsoft Server, Active Directory, System Center Configuration Manager, Windows 7 / Windows 10
Administrate of Citirx XenServer / XenDesktop and VMWare Server
Knowledge of trading applications from Reuters, Bloomberg, Murex, etc.
Administrate of IP Phone, Dealer Board System, such as Avaya, and IPC
Administrate of regulation systems/applications from HKMA, HKICL, TransUnion
Mobile Computer support, such as iPhone, iPad, Laptop
For interested parties please either click on the button below or email your resume to ronald.lee@ambition.com.hk
You can also find Ron Lee at 3103 4308, thanks",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,
567,Contract Telesales Officer(Bank)-12months (1500+up to 5000 comm),,"Job Description :
Contract Telesales Officer (Bank)
12 months (Renewable; based on performance)
9.00 am to 6.30 pm (Monday - Friday)
Basic $1,500/ month + Monthly Commission (Up to $5,000 - Based on performance)
Raffles Place (Bank)
Job Description:
Engage in telesales efforts to promote credit cards/credit facilities/loans to existing or new clients
Cross selling of banking products & services
Respond to customers enquiries and facilitate resolution of problems while anticipating customers needs.
Work closely with the Team Leader to develop and implement sales and service strategies to achieve or exceed sales targets.
Period:
12 months (Renewable; based on performance)
Working Hours:
9.00 am to 6.30 pm (Monday - Friday)
Working Location:
Raffles Place (Bank)
Salary:
Basic $1,500/ month
Monthly Commission (Up to $5,000 - Based on performance)
Job Requirements:
Min GCE 'N' Level
Preferably applicants with sales/telesales/call centre/customer service experience
Good communication and interpersonal skills
Customer service oriented and sales/target driven
Possess drive, initiative & ability to work independently
Interested applicants, kindly email your detailed resume (MS Word format is preferred):
(Reg No: R1107390)
Please ensure that applications sent through email are no bigger than 1Mb.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
Success Human Resource Centre Pte Ltd (EA License Number: 97C4832)
1 Sophia Road, Peace Centre,
#06-23/29 Singapore 228149
T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg",Recruitment/Staffing/RPO,Sales/ Business Development,Customer Service Executive,
609,"Bank Telesales (Credit Insurance) - Up to 3500, Novena","Consumer Banking
Consumer Sales
Customer Service
Telesales/Telemarketing
'N' Levels / 'O' Levels
ITE/ NITEC/ Higher NITEC
Diploma","Job Description
Bank Telesales (Credit Insurance) Up to $3500, Novena
Contract (1 year)
Mon-Fri: 9am-6.30pm
Novena
Up to $3500
Responsibilities
Promote & sell Life Insurance
To achieve individual sales targets.
To adhere to professional standards of behaviour & conduct in dealing with customers and fellow staff.
To continuously think ahead and help to develop solutions to emerging problems
To continuously suggest ways in improving the team as a whole
To actively tele-market the Bank's products to customers to generate sales revenue.
To call company provided leads or customers.
Working Hours
Monday - Friday (9.00am - 6.30PM)
Contractual Period
1 Year (Renewable)
Location
Novena
Salary
Up to $3500
Requirements:
Candidate must possess
at least
Secondary School ""N"" Level
Applicants must be willing to work in Novena/Toa Payoh and Raffles Area.
Passion and drive to launch sales career to the next level.
Good Communication Skills
Self-starter, independent and possess excellent interpersonal and communication skills
Comfortable with Quotas or Sales Targets
Candidates must be able to commit to Overtime if needed
Relevant sales/acquisition experience with a proven track record is a plus
Must have M5 and M9
Interested applicants, kindly email your detailed resume (MS Word format is preferred):
(Reg No: R1107386)
Please ensure that applications sent through email are no bigger than 1Mb.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
Success Human Resource Centre Pte Ltd
(EA License Number: 97C4832)
1 Sophia Road, Peace Centre,
#06-23/29 Singapore 228149
T: 6337 3183 | F: 6337 0329 | W:",Recruitment/Staffing/RPO,Manufacturing/ Engineering/ R&D,HR Executive,
624,Loans Consolidation Specialist (Local Bank) Up to 2300 - Comm + Allowance + Bonuses,"Consumer Banking
Corporate Banking
Credit & Loan
Sales Support/Coordination
'N' Levels / 'O' Levels
ITE/ NITEC/ Higher NITEC
Diploma","Job Description
Loans Consolidation Specialist
LOCAL BANK
NORMAL OFFICE HOURS
BASIC UP TO $2200 + COMMISSION
+ MOBILE ALLOWANCE + BONUSES
Responsibilities:
Assist customers in securing their loans through loans consolidation
Provide quality and efficient after sales services and follow ups to the customers acquired
Deliver retail banking products knowledge to customers
To follow up on documents required for application submission.
Working Hours:
5 days work week
Normal office hours
Employment Period:
12 Months contract (renewable on yearly basis depending on performance and management discretion)
Location:
United Square @ Novena
Salary:
Basic Salary: Up to $2200
+ Commission
+ $100 Mobile Allowance
+ Yearly Performance Bonus
+ Contract Bonus
Requirements:
Applicants should be sales driven & customer service oriented.
Min GCE N level holders
Highly motivated, driven, able to work in fast paced environment.
Interested applicants, kindly email your detailed resume (MS Word format is preferred):
(Reg No: R1107386)
(Reg No:R1549023)
Please ensure that applications sent through email are no bigger than 1Mb.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
Success Human Resource Centre Pte Ltd
(EA License Number: 97C4832)
1 Sophia Road, Peace Centre,
#06-23/29 Singapore 228149
T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg",Recruitment/Staffing/RPO,Sales/ Business Development,Customer Service Executive,
628,Merchant Acquisition (Retail or eCommerce) - Bank / Up to 2500 nego / Raffles Place,"Account Management
Business Development
Consumer Sales
Corporate Sales
'A' Levels
Diploma
Bachelor's / Honours","Job Description
Merchant Acquisition (Retail or eCommerce)
1 Year Contract (Subject to renewal/ conversion)
Mon to Fri: 9.00am to 6.30pm
$2,000 - $2,500 nego + Incentives + AWS
Raffles Place (Bank)
Job Responsibilities:
As a Merchant Acquisition, you are required to be able to achieve personal revenue goals by acquire new SME business in various industry by utilizing effective sales and accounts management techniques, leveraging on the solutions offering and infrastructure. The individual is also responsible for merchant enquiries, ad hoc request and develop excellent customer services.
Attend to new/potential merchant enquiries, setting up of new merchants applications and acquiring of new merchants; communicate proactively with the merchant on business issues and opportunities
Prospecting new accounts and manages a portfolio of accounts primarily covering the spectrum of SME companies in operating in Singapore
New merchant acquisitions and developing merchant relationships
Involved in the implementation of strategic plans for new program requirements and design solutions for acquiring, growing and retaining business
Capitalized the solutions and cross-sell and, to corporate and cards marketings clients
Monitor chargeback and fraud volumes of merchant accounts and ensure follow-up programs are implemented in response to red flags of high risk merchants
To ensure all merchant business activities and documentation comply and within merchant business risk policy
To monitor and weed out inactive and non-profitable merchants
To be ready to take on any new assignment and be ready to move to the next level
Period:
1 Year Contract (Subject to renewal/ conversion)
Working Hours:
Mon to Fri: 9.00am to 6.30pm
Salary:
$2,000 - $2,500 nego + Incentives + AWS
Taxi claim and Mobile phone allowances are provided
AWS will only be provided after completion of 1 year of service and based on Individual performance
Location:
Raffles Place (Bank)
Job Requirements:
Minimum GCE A Level or diploma or a related discipline is required
Excellent in communication and selling skills across all levels
Team player with effective interpersonal skills
Result oriented and self-motivated
Possess drive, initiative and works well within the team and with business partners.
Excellent in new relationship building skills
Interested applicants, kindly email your detailed resume (MS Word format is preferred):
(Reg No: R1107390)
Please ensure that applications sent through email are no bigger than 1Mb.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
Success Human Resource Centre Pte Ltd (EA License Number: 97C4832)
1 Sophia Road, Peace Centre,
#06-23/29 Singapore 228149
T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg",Recruitment/Staffing/RPO,Sales/ Business Development,Software Engineer/ Programmer,
