,company,job_title,job_desc,Unnamed: 12
3616,Capita Pte Ltd,Senior Software Engineer,"Deliver back-end code using Java Spring frame work and front-end code with Angular JS
Work closely with the team in design, development, configuration, test and maintenance of web-based solutions
Independently and collaboratively perform development, testing, implementation and documentation.
Understands UX/UI design principles
Develop Responsive UI/UX using Angular JS
Propose best Web UI Design that easy to manage while provide great user experience
Requirements
Development experience with web technologies: Angular JS, HTML5 and CSS, and use of frameworks such as jQuery and Bootstrap
Hands on experience converting user requirements into UI Design/Wireframe
Experience Java Programming with Angular JS
Experience in developing and consuming RESTful APIs
Experience developing web applications using AngularJS or equivalent JavaScript framework consuming RESTful API's developed on J2EE platform
Must have knowledge of Spring Component and Spring Framework
Hands on experience with Heroku is a plus
Able to work on multiple projects against aggressive deadlines and have organizational and time management skills
Minimum 2 years’ experience in implementing Java Spring framework and Minimum 2 years of experience working on Angular JS Development
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume. (Attn: CHIP) or contact our office at +65 6709 3499 for a confidential discussion.
Job Code: CHIP
Email Address: chi.pham@capitasingapore.com and cap.ta@capitasingapore.com
EA License No.: 08C2893",
3627,Capita Pte Ltd,Software Engineer,"Develop programs to control hardware device using SDK or API
Maintain and enhance an existing web application
Assist in software development project plans, designing, scheduling and implementation
Regular code review to ensure codes, frameworks and methodologies and keep updating and optimizing
Communicate with a project manager and customers associated with a project
Requirements
Solid experience in PHP, javascript, AngularJS, CSS, C#, MySQL
Cloud base API development experience, including RESTful API and JSON
Main conception in programming textbook (Data Structure, Algorithm, Design Pattern, SQL, Network, OOP, Thread)
IoT base project experience or major
Linux OS (bash scripting)
Other OOPs Languages such as Java, and C++
Other Databases like Oracle, SQL Server, and PostgreSQL
Framework/Library: AngularJS, Bootstrap
Configuration of any Web Server for security and performance reason
Code Management (Mercurial,GIT,SVN or SCM/Tortoise, Branch/Merge anything)
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume. (Attn: CHIP) or contact our office at +65 6709 3499 for a confidential discussion.
Job Code: CHIP
Email Address: chi.pham@capitasingapore.com and cap.ta@capitasingapore.com
EA License No.: 08C2893",
3679,Shell Infotech Pte Ltd,Senior Software Engineer,"Company : Shell Infotech
Position : Senior Software Engineer
Exp ; 5-10 Years
Type : 1 Year Contract (Renewable Based on Performance)
Location : Singapore Jurong East
Notice : 1 Month.
JD As Below :
Job Title: Senior /Software Engineer
Job Description:
• Participate in developing high availability, scalable smart nation / Internet of Things (IoT) platform products
• Perform efficient, maintainable, reliable software design, coding, unit testing and integration
• Deliver software products with a high level of quality and customer satisfaction
• Evaluate / apply state-of-the-art technologies, tools, programming techniques, and computing equipment
Job Requirement:
• Degree in Computer Science, IT, Engineering or equivalent
• Minimum 3~5 years of working experience in software development
• Complete at least 1 full SDLC cycle in a sizable software system development project
• Solid background in OOP and knowledge of software design patterns/ best practices and software development process is essential
• Specialized in developing scalable enterprise and web based applications using Java/J2EE, Spring/Hibernate framework
• Strong Hands-on experience with Frameworks like NodeJS, Html5, CSS3, JQuery, Bootstrap, AngularJS etc.
• Hands-on experience/knowledge on Data modelling, Database/XML interaction & No-SQL technologies like MongoDB, Cassandra etc.
• Experience in Micro Service Architecture implementation and web servers & application servers such as Apache, Nginix & Tomcat
• Desirable to have Networking background experience
• Knowledge on DevOp process and code quality analysis is value add
• Exposure and knowledge on Linux and Bash shell scripts is a plus
• Experience of Agile Scrum development practices is a plus
• Good understanding of IOT standards/technologies like LoRaWAN, NB-IoT, Sigfox will be an advantage
• A high sense of ownership, passion, and conviction.",
3777,Xcellink Pte Ltd,"Senior Software Engineers (Java, JavaScript, Python)","•	Transform the conceptual design into practical, memory-efficient codes based on SOA
•	Coding, Unit Testing and, Component Integration Testing
•	Deliver robust, fully tested modules that are standard based, high performance and scalable
•	Creation and maintenance of system, functional and reference documentation
•	Highly focus on resource planning and project timeline
•	Develop code in Java client application with JavaFx
•	Develop the front-end module with MVC design pattern",
3789,ITCAN Pte Ltd,Software Engineer,"Responsibilities:
Delivering a complete end to end application
Ensuring high performance on mobile and desktop
Writing tested, idiomatic, and documented JavaScript, HTML and CSS
Coordinating the workflow between the graphic designer, the HTML coder, and yourself
Professional, precise communication skills
Cooperating with the back-end developer in the process of building the RESTful API
Communicating with external web services
Working with the BAs to finalise the user stories
Determine story points and feedback on sprints
Requirements:
With at least 3 years’ experience and proficiency with JavaScript and HTML5
Deep knowledge of AngularJS practices and commonly used modules based on extensive work experience (2 years minimum)
Well versed with agile way of working. Daily Stand-ups, incremental development etc
Creating self-contained, reusable, and testable modules and components
Well versed using Postman as a tool for API testing
Writing non-blocking code, and resorting to advanced techniques such as multi-threading, when needed
Creating custom, general use modules and components which extend the elements and modules of core AngularJS
Well versed in using source code repositories like WinCvs & GIT
Documenting the code inline using JSDoc or other conventions
Creating e2e test suites for all components
Well versed with JIRA tool that is used for bug tracking, issue tracking, and project management.
If interested, kindly send your most updated CV in MS WORD format to
Jorge@itcan.biz
for faster processing.",
3805,Unisoft Infotech Pte Ltd,Senior/Software Engineer (Java),"Basic requirements:
• Bachelor's Degree/ Diploma of Science in Computer and Information Science
• 4 year of programming experience
•Sound technical knowledge in Java programming, Java Script, HTML, SQL, J2EE technologies, Spring Framework, Spring Boot, Hibernate, Ajax, relational database concepts and Web technology.
• Possess strong analytical skills with good attitude, responsible and self-motivated
• Team player with good interpersonal and communication skills
•Ability to work independently with minimum supervisor
Preferably Singaporeans/SPR",
3810,RecruitFirst Pte Ltd,"Software Engineer (Up to S4.9k, C++ C# and SQL, West)","Basic Information
· Availability: Immediate
· Duration: Permanent
· Location: Near to Joo Koon
· Working Hours: Office hours
· Pay: S$$2.5k to $4.9k (depending on experience and qualifications)
Responsibilities:
· Design, implement, and maintain in-house software
· Develop enhancement with software to meet customer needs
· Execute software architectural and development processes
· Provide software engineering support
· Agile software prototyping and development
· Software corrective and preventive maintenance
· Technical research and presentations
· Implement and track SDLC
Requirements:
· Degree in Computing/Engineering/Information Systems/Computer Science from an accredited institution
· Software development experience
· Knowledge in C++, basic C# and SQL
· Good interpersonal and communication skills
· Required to travel on a occasional basis
*Interested applicants, please contact 98221115 for further discussions or send in your resume to josephyap@recruitfirst.com.sg
All applications will be treated with strictest confidentiality. We regret that only shortlisted candidates will be notified. Thank you.
RecruitFirst Pte Ltd E.A. 13C6342
Yap Shi Hao Joseph (R1767577)",
3854,Ackerman Global Search Pte Ltd,Software Engineer (Up to 5000/Solutions Delivery/East),"Our client is an established company in Security Solution. They are looking for Network Engineer in this space to grow with them.
Job Responsibilities:
Be part of a Team responsible for the deployment of system solutions
Involve in project implementation by managing and coordinating the services delivered by internal engineers and external partners
Involve in the entire software development life cycle including application development, implementation and maintenance
Assist in integration testing which include diagnosing program defects, integration and performance issues and to recommend and carry out necessary follow-ups
Perform planning, installation, configuration, customization, tuning of respective products, and coordinating the services delivered by internal and external partners
Provide post-sales support for problem escalation, as well as maintenance support for existing projects
Assist in contributing to pre-sales inputs for tender solutions
Job Requirements:
Diploma/Bachelors in Computer Engineering or equivalent
At least 3 years of relevant experience
Proficient in coding multiple languages (e.g. C#, .Net)
Qualified or interested candidates, please submit your updated resume in MS format to meizi.loh
@ackermanglobal.com
Please include the following information in your resume:
• Personal Particulars with Recent Photograph
• Education background
• Work experiences in point forms
• Reason(s) for leaving
Ackerman Global Search Pte Ltd
Agency Registration Number: 11C4792
EA Personnel Registration Number:R1765826",
3858,Ackerman Global Search Pte Ltd,Senior Software Engineer (Data storage/Up to 8000/East/MNC),"Our client is an established company in Security Solution. They are looking for Senior Software Engineer in this space to grow with them.
Job Responsibilities:
Responsible for all stages of Software Development Life Cycle of integrated solutions/systems, including performance and maintenance of these solutions/systems
Prepare test plans, user guides, and training materials including the conduct of these activities
Manage and coordinate the deliverables by software engineers and external partners
Provide technical guidance to software engineers during software development and issue resolution
Provide technical guidance including resolving critical technical issues and coaching to software engineers
Lead the evaluation of new systems and tools as well as Proof of Concepts
Develop high-level design specifications with attention to overall system integration and feasibility
Define all aspects of technical development from appropriate technology and workflow to coding standards and quality control
Provide assistance to the tender bidding team in the form of recommendations/feedback to the proposed solutions
Responsible to support Architecture Design during Pre-Sales and Implementation phase
Job Requirements:
Degree in Computer Science/Information Systems/Engineering or equivalent
At least 3 years of experience in similar context
Proficient in at least 2 languages : Java, JavaScript, JQuery, HTML, XML, JSON, SQL
Implementation of Business Intelligence/Analytics solutions
Extraction-Transformation-Load tools; e.g. Informatica Power Center, Data Stage, Talend
Business Intelligence/Analytics tools; e.g. Business Objects, Tableau, Cognos, SAS
Unstructured Database; e.g. MongoDB
Relational Database; e.g. MSSQL, Oracle
Knowledge in one or more is advantage: Linux , Shell Script, Message Queue; e.g. RabbitMQ or equivalent, Big Data / Hadoop
Qualified or interested candidates, please submit your updated resume in MS format to meizi.loh
@ackermanglobal.com
Please include the following information in your resume:
• Personal Particulars with Recent Photograph
• Education background
• Work experiences in point forms
• Reason(s) for leaving
Ackerman Global Search Pte Ltd
Agency Registration Number: 11C4792
EA Personnel Registration Number:R1765826",
3872,Total eBiz Solutions Pte Ltd,Software Engineer,"1. Pre-requisite for Analyst Programmer 1.1 Required Competencies
a. Experience in four or more of the following skills: Java, EJB, JSP, JSF, Hibernate, JEE 5 and above, Struts, PL/SQL, Oracle database version 11g and 12c, XML b. Experience in handling system-to-system backend interfaces is highly preferred c. Experience in software and database design, Weblogic application server, UML modelling tools is preferred d. Proficient in spoken and written English e. Good interpersonal and communication skills.
1.2 Required Working Experience
a. Minimum 3 years of experience in four or more of the following skills: Java, EJB, JSP, JSF, Hibernate, JEE 5 and above, Struts, PL/SQL, Oracle database version 11g and 12c, XML b. Knowledge and Experience in Procurement processes and financial systems would be preferred c. Experience in the Government Procurement System or other similar systems would be preferred",
3888,K2 Partnering Solutions Pte Ltd,Software Engineer - Java,"Min to have 3 years hands-on experience in Java software development
Strong algorithm and data structure. Good understanding of complexities of solution.
Excellent analytical and problem-solving skills with the ability to think quickly and offer alternatives
Organized, goal-oriented, motivated self-starter who can work well in a team environment
Ability to design, develop and implement scalable, elastic micro services Linux based platforms
Understanding of CI processes (Jenkins preferred), version control (GIT preferred)
Knowledge of data handling, data cleaning, large data sets processing and statistical data processing
techniques
Good knowledge of web-services
Database experience with MySQL, MSSQL or equivalent Mongodb
Experience in cross-platform message queues, and ESB (Mule, Fuse)",
3956,Infogain Solutions Pte Ltd,Software Engineer,"Research and development of NEC APAC’s suite of multimedia analytics software products for
continuous enhancement and upgrade of products to meet the market demand and cope with
the IT technology advancement.
• Provide support services for system, multimedia analytics software and other 3rd party
Commercial-Off-The-Shell software and database installation, configuration, testing,
performance tuning, problem investigation and resolution, etc, to ensure smooth and on-time
delivery of projects with good products performance and customer satisfaction.
• Prepare and conduct multimedia analytics software benchmark tests and POC/Trial projects
with excellent performance to showcase NEC’s products superiority in the competitive market
place.
• Prepare training, demonstration tools and presentation materials for conducting training,
products presentation and demonstration to customers and promotion of multimedia analytics
products.",
3997,Techcom Solutions Pte Ltd,Software Engineer (AS400/RPG),"Minimum 5 years of experience performing L2 support supporting critical and time sensitive applications
Solid AS400 RPG/RPGILE and CLP support/development experience is a must.
Thorough understanding of Mainframe, Unix and SAP Oracle is a plus.
Experience working with ITSM tools such as ServiceNOW.
Perform 24x7 Level 2 Production Support for TOC WM APAC. Night Support is on call on-rotation basis.
General knowledge of Securities, Cash Accounting, FXMM and regulatory reporting applications and technologies.",
4006,Charterhouse Pte Ltd,Full Stack Software Engineer,"Responsibilities:
Collaborate within cross-functional teams to define, design and build new web apps/services
Build high quality web apps/services by writing clean and modular code
Write functional and unit tests to ensure robustness and reliability of web apps/services
Catalyse growth within the team through code reviews or pair programming
Refactor generic features into common libraries for reuse across web apps/services
Improve reliability of web apps/services through bug fixes
Requirements :
We are looking for Passion and Proficiency
A passion to develop impactful solutions to solve real-world problems
Strong CS fundamentals such as OOP and algorithms
Experience in building 12-factor web apps/services
Fluent in Go, Ruby or JavaScript, and related frameworks
Experience in TDD, or writing automated integration and unit tests for web apps/services
Knowledge of Continuous Integration and Delivery systems (i.e. Jenkins) and setups
Bonus:
Experience in Open Source development (Please provide GitHub/ BitBucket profile)
Please send your resume in word format with your current and expected salary to
yvonnet@charterhouse.com.sg
.
EA License no: 16S8066 | Registration no: R1110355",
4026,PrimeStaff Management Services Pte Ltd,Senior/Software Engineer (AI Technology),"Responsibility:
Create social solutions with advance AI technologies.
Hands-on installation of technologies, setting up development environment, coding from scratch, automating build and deployment.
Understand the intent of a concept and work closely with other team members to turn it into minimal viable product.
Own and maintain solutions in a demonstrable state always.
Support solution presentation during customer visits and exhibitions. Travels may be required.
Any other ad-hoc duties as required or assigned
Requirements;
Bachelor of Computer Science and equivalent or higher.
5 years of hands-on experience in implementation of web-based Java applications and its backend components with Java, HTML, JavaScript, REST API, MQ, Database, NOSQL and RWD.
Hands-on experience in turning concepts into detailed designs, quality codes and eventually demonstrable software.
Interest in non-routine software/system related tasks. Ability to analyse and troubleshoot N-tier application systematically to resolve issues.
Passion to tackle technically challenging problems and have self-learning initiatives to make the solutions complete.
Bonus: Healthcare/Transport/Traffic domain, GIS, OpenCV, Big Data and/or machine learning experience
Candidates with 8 years of relevant experience will be considered for Senior role, would also require:
Possess broad knowledge on latest tools and technologies.
Prior experience in leading the architecture in smaller scale initiatives.
Mentor to software engineers with less experience.
EAP No. R1548171
EA Licence No. 95C5411",
4131,Infodrive Solutions Pte Ltd,"Software Engineer,  Software Developer , ARCGIS Developer","Act as software detectives,Provide a dynamic service identifying and solving issues within multiple components of critical business system
Focusing in this role on ARCGIS and.Net applications on windows platform.",
4132,FSK ADvisory Pte ltd,Senior Software Engineer,"SENIOR SOFTWARE ENGINEER
RESPONSIBILITIES
Development of new process control software
Debug existing source codes and refine feature sets
Knowledge in Designing and developing machine control software for automated semiconductor equipment.
Integration of software component or OEM equipment into a fully functional software system
Demonstrating solutions by developing documentation, flowcharts and code comments
Producing well organized, optimized, testable and efficient code for software released quality assurance
Development of software solution by studying information needs, conferring with users, studying system flow,
data usage and work process, investigating problem areas following the software development life cycle
Determining operational feasibility by evaluating analysis, problem definition, requirements, solution
development and propose sequencing and coding solutions
Improvement of equipment performance by conducting system analysis, recommending changes in
process/procedures
Support on-site installation and field service upgrading works
REQUIREMENTS:
Degree in Mechatronics/Computer Science or Engineering
Minimum 5 years’ experience in programming on Windows (XP and above) environment.
Proficiency with C++, VC++, MFC, SQL and OOP.
Knowledge in designing GUI and familiarity with SEMI SECS/GEM, C# and WPF programming will be an added advantage
Hardware experience in using Servo, Stepper Motion controller, Analog Device and High speed I/O.
Good knowledge in developing multi-threaded control software, equipment connectivity standard.
Strong general programming skills, software debugging and execute full lifecycle software development",
4148,Delfers Business Solutions Pte Ltd,Software Engineer,"Development, administration and maintenance of software such as Spotfire, Quickbooks, Fishbowl and Gsuite based applications
interacts with internal clients on all levels to help resolve IT related issues and proides answers in a timely manner
is the in-house software developer for manufacturing data automation
manage informaation technology and computer systems to
schedue peroding maintenance of the IT networks, hardware and software including backing up files
maintain current and accurate inventory of software
Job Requirements:
Bachelors degree
Minimum 5 years working experience with software background
excellent IT skills combined with a good understanding of the business
ability to develop engineering software using industry standard coding lanuages such as Java, Google Appmaker, Python, Labview and Matlab",
4218,Optimum InfoSystem Private Limited,Sr SOFTWARE ENGINEER (Permanent with Client),"SENIOR SOFTWARE ENGINEER (Permanent with Client)
Work Location : Kallang
Role: Permanent with Client .
About our Client : A telehealth company founded in Singapore that aims to improve healthcare delivery and accessibility to basic healthcare services for both care-seekers and provider
We are looking for a Senior Software Engineer who possesses a passion for pushing web & mobile technologies to the limits and has knowledge of web and mobile platforms.
Responsibilities:
•	Collaborate with cross-functional teams to define, design, and ship new features
•	Continuously discover, evaluate, and implement new technologies to maximize development efficiency
•	Ensure the performance, quality, and responsiveness of applications
•	Identify and correct bottlenecks
•	Help maintain code quality, organisation, and automatization
•	Develop applications for time-sensitive projects while considering business/system requirements
Requirements:
•	Education in Computer Science, Information Systems or a related subject
• 2+ years of experience working on enterprise level java application
• 2+ years of experience with Spring framework.
•	Exposure to Liferay 7
•	Strong grasp of Javascript, CSS, and UI/UX standards
•	Experience with MySQL and AWS
•	Understanding of web design principles and interface guidelines
Good To Have:
•	Github repository containing previous work
•	Dev Ops experience
•	Experience with setting up and using Elasticsearch
Brief about Optimum Solutions Singapore,
www.theoptimum.net
We are a Singapore based global IT services firm. Having started in 1997, we have grown to over 2300 employees in Asia with offices in India, China, Philippines, Malaysia and Hong Kong",
4266,Shell Infotech Pte Ltd,"Software Engineers (C++, C#, Java) – Permanent position.","Software Engineers (C++, C#, Java) – Permanent position.
Requirements:
Diploma/ Degree in IT or equivalent.
At least 3+ years of experience in Software development.
Experience in C++ programming using Object Oriented methodology.
Have done C#, Java or C++ programming using Object Oriented methodology will be considered.
Excellent communication and presentation skills.
Interested applicants please send your updated resume to
feroz@shellinfotech.com
Please mention you’re present and expected salary, and availability.",
4281,Kelly Services (S) Pte Ltd - IT,Software Engineer,"1. Embedded software development for the Automotive Industry will be preferred but not a must
2. Develop Real Time Embedded Systems,
3. Software Coding, design, development, review, test, project deployment
4. Carry out System Integration of independent embedded modules into a coherent system
5. On-site installation, support of customer issues, site testing and trial, commissioning
6. Generate software specifications, documentation
7. Perform software configuration management
Requirements
1. Bachelor in Software/Computer/Electrical Engineering or Computer Science
2. Minimum 3 years of relevant working experience as a Software Engineer or related positions
3. Experience in full software development life cycle for embedded system,
4. Proficient in object-oriented programming and design in c/c++/c#/Java/Python/Linux shell scripts under Windows/Linux Environments.
5. Experiences in Wireless communication system / protocols - RF/WIFI/BT/DSRC communication will be added advantage
6. Experience in Serial Bus communication such as CAN, RS422/RS485, RS232, SPI, I2C, etc",
4287,,Software Engineer C++ (1 year contract) S3000 - S6000,"Project Delivery
• Analyse process/program specifications & translate specifications to program codes, conforming to program guidelines and programming best practices
• Make changes to configurable items, which include hardware, software, documentation, etc. It covers configuration management planning, configuration identification, configuration controls & audits
• Develop unit test package, execute tests & document test results to ensure the quality of the program
• Assist in the integration testing, system testing, User Acceptance Test ( UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment
• Investigate all reported problems/errors & initiate amendments & testing so that the system can operate correctly & efficiently
• Prepare & maintain up-to-date system documentation.
• Analyse functional requirements to translate into application design using established design methodologies and guidelines
Team Work
• Work with team lead to ensure design and programme codes conform to architecture and design standards, and that design satisfies functional and system requirements
• Participate in requirements gathering; work with Business Analysts in reviewing and refining functional specifications
• Participate in peer reviews to improve project quality
• Typically 2 years’ experience with substantial project work in software development
• Diploma or Degree in Computer Science, Information Technology, Management of Information Systems or equivalent
• Possess initiative and disposition with a strong commitment and orientation towards results and high quality standards
• Strong problem solving skills and ability to think out of the box
• Team player with strong communication and interpersonal skills
• Self-motivator with a positive attitude and with high energy
• Customer focused
• Proficient in written and spoken English
• Able to travel as required",
4332,Sagl Consulting,Sr. Software Engineer (Java/ JEE/ JBoss BPM),"Sr. Software Engineer (Java/ JEE/ JBoss BPM)
As Sr. Java/J2EE developer you will be responsible for development on a Java platform and will be responsible for application development, integration and support. You should be able to work independently and someone who takes initiatives.
As part of full SDLC, you will be involved in gathering and analyzing the requirement, come up with system designs, review with architects and implement the solution by utilizing industry standard tools. Must have experience to work with stakeholders within a large development organization.
Essential Job Functions:
•	Application design, development and unit testing in Java/JEE.
•	Partner with developers, analysts, and designers in conceptualizing and validating solutions that meet business requirements.
•	Meet with technical leads, architects and vendor partners to determine project scope and vision, set system goals, identify and resolve system issues, ensure the system is implemented as designed and in adherence to the implementation guidelines.
•	Mentor team members on new technologies in area of expertise.
•	Facilitate clear and accurate communication during all problem resolution efforts
•	Support enterprise teams to ensure changes are properly documented, communicated, and deployed in compliance with established procedures.
Requirements:
•	You must have at least 5 years of experience in IT within software engineering with good experience in full SDLC.
•	Must have strong knowledge and experience in Java Enterprise Edition platform (JSP Servlets, EJB, JDBC, JMS and JNDI).
•	Application development experience using Spring MVC framework, Spring Boot.
•	Experience in application development using JBoss BPMS Suite. JBoss Business Rules Management (BRMS).
•	Good understanding of messaging concepts is highly desirable.
•	Should have worked on Application Server (JBoss EAP, Weblogic, Tomcat)
•	Experience in CI/CD (Jenkins, JFrog, Git), Code Scanning Tools (SonarQube), Build automation Tools (Ant, Maven)
•	Working knowledge of TCP/IP, HTTP, SSL, DNS, LDAP, Active Directory, XML, IIS, Web Services / SOAP / REST, authentication protocols, SSH, and/or SFTP
•	Database : Oracle, MySQL
•	Operating System : Redhat Linux ,UNIX, Windows
If you have the above skills and looking for change, please send us your cv now in word document at saumya@saglconsulting.com or call us at 96555668 for confidential discussion.
EA License No.: 16S8266
EA Registration No.: R1766612",
4345,IntVer Global Consulting,Senior Software Engineer - Machine Learning,"Our client is a Technology centric Media and Communications mutlinational Company. Owing to growth and investments in Machine Learning technologies and solutions, they are expanding their product development team in Singapore.
Key Requirements:
5-7 years experience
Experience in Deploying Machine Learning/Deep Learning Models
Work with Big Data Pipeline
Experience in Datawarehouse, relational and NoSQL Databases
Must be strong in Python, Numpy, Pandas.
Google Cloud and AWS
Ability to Lead a team, if required.
Only Shortlisted candidates will be notified.
For more information, you can contact us at 65898758.",
4362,EPAM Systems Pte Ltd,Senior Software Engineer-ETL,"•	Project tasks such as impact analysis, functional and technical design, coding, plan/coordinate/execute SIT, support and coordinate with User/IT streams for UAT execution, System Implementation/conversion.
•	Be involved in IT Project document preparation (e.g. Functional &
•	Technical Specification, Procedure & Release Notes)
•	To be involved in system development projects delivered with quality and within committed timeline.
•	Computer Science Education or Degree with emphasis on technical and logical problem solving skills.
•	Unix know-how including shell scripting on Solaris & software development experience with Perl scripting on Unix & Windows platforms.
•	Solid development experience and knowledge in PowerCenter ETL Tool
•	Good working experience in the Business Objects Universe will be a plus.
•	Excellent knowledge in relational databases (Oracle) / query (PL/SQL);
•	Autosys experience
•	Performance Tuning
•	Good communication skills and a team player;
•	Fluent in written & verbal English.",
4389,Web Synergies (S) Pte Ltd,Lead Ruby on Rails/React JS Software Engineer,"You should possess the following qualities:
•	Degree/Diploma in Computer Science, Engineering or a related subject.
•	More than 5 years of working experience in developing applications with Ruby on Rails.
•	Proven working experience in software development.
•	Demonstrable knowledge of front-end technologies such as JavaScript, HTML, CSS & JQuery.
•	Experience developing highly interactive and functional applications.
•	A firm grasp of object oriented analysis and design.
•	Passion for writing great, simple, clean, efficient code.
•	Good knowledge of relational databases.
•	Working knowledge of NoSQL databases.
•	Ability to work independently and with little supervision.
•	Good time management and leadership skills.
•	Ability to lead and mentor junior engineers.",
4469,Geco Asia Pte Ltd,Sr Software Engineer in Singapore (90179),"One of our clients is looking for a Sr Software Engineer who is/are able to fulfill the following requirements:
Requirements:
- Experience greater than 10 years in Java/J2EE development-
- JavaScript, HTML5, Angular
- Sound database knowledge (SQL, Schema Design, etc)
- Spring, Hibernate, Multithreading
- Strong background in design patterns and design documentation, namely:
-> Object Oriented Design and Analysis
-> Design Patterns
- Intellectual curiosity, creativity and passion for professional software development.
- Demonstrates evidence of project completion including transition to support in an enterprise environment
- Experience with large-scale enterprise wide IT environments containing multiple technologies, servers and logical environments
- Experience with enterprise project development lifecycle
- Experience with Change and Release Management
- Application of best practices to ensure quality and accuracy of project deliverables
Please send your application to
applicants@geco.asia
highlighting:
Your relevant experience:
Current/expected salary:
Availability information:
Visa Status in Singapore:
Current Salary:
Expected Salary:
A latest MS-WORD Resume:
Please do NOT use Quick Apply, send your CV directly to applicants@geco.asia
**We regret that only short-listed applicants will be contacted.**
GECO Asia values the data privacy rights of our customers, associates, partners and prospective applicants. We have a privacy policy that governs our collection and use of personal data in place. In conjunction with the new PDPA act in Singapore, we have updated our Privacy Policy and Terms of Use to better clarify our collection and use of your personal information. The same can be found
here
(http://www.geco-group.com/asia/privacy_policy)
Note: GECO Asia is a German IT Services company and provides specialist IT resources on project and permanent basis. We operate under a Comprehensive Licence offered by MOM Singapore.
[GECO Asia Pte Ltd, Licence No. 07C4453]
[8 Boon Lay Way, 8@TradeHub21, #07-15, Singapore 609964]",
4572,Charterhouse Pte Ltd,Android Software Engineer,"Responsibilities:
Collaborate with cross functional teams to define, design and ship new mobile products
Build high quality Android applications by writing clean and modular code
Write functional and unit tests to ensure Android applications’ robustness and reliability
Refactor generic features into common libraries for reuse across Android applications
Monitor Android applications’ performance and tune accordingly for scalability
Continuously discover, evaluate, and implement new Android technologies to improve development efficiency or code base
Requirements :
We are looking for Passion and Proficiency
A passion to develop impactful solutions to solve real-world problems
Strong CS fundamentals such as OOP and algorithms
Experience in building Android apps and have published one or more Android apps
Fluent in Java 7, Java 6, and Android Studio
Experience in Open Source development
Deep understanding of standard Android design patterns and RESTful API design
EA License no: 16S8066 | Registration no: R1110355",
4601,Polaris Consulting & Services Limited,Software Engineer Associate (Graduates Welcomed),"Graduates from university/polytechnic between 2016 -2018. Preferably a degree holder/diploma from Computer Science, Information Technology or any other discipline with basic software knowledge
Exposure to programming skills during academic projects or internship assignments
Good communication skills
Experienced professionals (Not exceeding 1 year in Java/.Net/Testing/Database/ any other IT skills) can also apply.
The ideal candidate is anyone who is a Singapore Citizenship Holder
Virtusa will provide a technical training to the candidates.
No work experience required.
Preferably Entry Level specialized in IT/Computer - Software or equivalent.",
4604,Nucleus Software Exports Limited,Software Engineer - Java,"	Work Location : Singapore
Key Responsibilities :
	Should have experience in Delivering/Implementing the projects in Banking domain
	Ensure the timely completion of the tasks assigned
	Ensure to follow the Technology and Process Standards set for the project
	Produce high quality technical documentation for customer
	Decompose technical tasks and provide accurate estimate
	Coach less experienced members of the team
	Contribute in high level design
	Develop Low Level Design
	Undertake development tasks without supervision, including programming and testing
	To monitor progress and provide timely updates to Lead
Key deliverables: What are the key outcomes and what does the jobholder have to produce (objectives)?
	Technical Design documents
	Developed Programs with high quality, with process standards and as per the planned schedule
	Unit Test Cases
Technology Skills
	Hands on experience in designing and developing applications using Java EE platforms
	Object oriented analysis and design using common design patterns.
	Profound insight of Java and JEE internals (Class loading, Memory Management, Transaction management etc)
	Experience in developing web applications using Struts, Spring MVC and EJB
	Excellent knowledge of Relational Databases, PL/SQL. Experience in Oracle preferred.
	Excellent knowledge of ORM technologies (Toplink/Hibernate)
	Experience in Rule Engine is a plus (Strata/Experian)
Interacts with the Technical Lead, BAs and testers for the project during the project lifecycle
	Interacts with the Client managers for status review meetings
	Ability to work on multiple tasks concurrently
Others
	3-7 years of development experience using Java/J2EE related technologies
	Should possess good communication and problem solving skills
	Should have Aptitude and Attitude of learning and mastering new technologies and tools
	Working in client facing environment is a plus
	Working in Agile Methodology is a plus
	Working experience in Retail Lending Domain (Home Loans Personal Loans / Credit Cards) or Corporate Lending is an added      advantage",
